CATEGORY,PRODUCTID,ITEM,IMGSRC,DESCRIPTION,MRP,DISCOUNTEDPRICE
MF,1171,"Sports Shoes, Black and Yellow",MF/mf12.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",999,1399
MF,1172,"Formal Shoes, Dark Brown",MF/mf13.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1695,1186
MF,1173,"Formal Shoes, Brown",MF/mf14.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,649
MF,1174,"Formal Shoes, Black",MF/mf15.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,909
MF,1175,"Formal Shoes, Grey",MF/mf16.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1099,659
MF,1176,"Formal Shoes, Blue",MF/mf17.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",7499,449
MF,1177,"Slip-on Shoes, Black",MF/mf18.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,179
MF,1178,"Sandals, Red and Black",MF/mf19.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1399,979
MF,1179,Slip-on Shoes Brown,MF/mf20.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1499,749
MF,1180,"Sandals, Black",MF/mf21.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1099,659
MF,1181,"Sandals, Blue and Yellow",MF/mf22.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,489
MF,1182,"Sandals, Black and Yellow",MF/mf23.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",999,549
MF,1183,"Sandals, Black and Blue",MF/mf24.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,359
MF,1184,"Flip Flops, Puma",MF/mf25.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",549,329
MF,1185,"Flip Flops, Black and White",MF/mf26.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1299,779
MF,1186,"Puma Flip Flops, Yellow",MF/mf27.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",5490,3568
MF,1187,"Adidas Flip Flops, Orange",MF/mf28.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",1430,1001
MF,1188,"Nike Sliders, Green",MF/mf29.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,384
MF,1189,"Adidas Flip Flops, Blue",MF/mf30.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,279
MF,1190,US Flip Flops,MF/mf31.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",599,299
MF,1191,"Flip Flops, Red",MF/mf32.jpg,"Black and blue casual shoes, lace up, 2cm ankle height, canvas material",699,384
WE,1192,"A-Line Kurta, Pink",WE/we1.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,1193,"Sleeveless Kurta, White Striped",WE/we2.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,559
WE,1194,Double Layer Kurta,WE/we3.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",865,778
WE,1195,"Flared Kurta, Yellow",WE/we4.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",949,664
WE,1196,"Slit Kurta, White",WE/we5.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",3599,1979
WE,1197,"Slit Kurta, Black",WE/we6.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",549,439
WE,1198,"Printed Kurti, Pink",WE/we7.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,649
WE,1199,"Chiffon Kurta, Blue",WE/we8.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WE,1200,"Jacket Kurta, Brown",WE/we9.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,359
WE,1201,"Salwar Set, Black and Pink",WE/we10.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",649,519
WE,1202,"Kurta Set, Blue",WE/we11.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",949,664
WE,1203,"Printed Kurta, White",WE/we12.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",999,1399
WE,1204,"Kurta Set, Black",WE/we13.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1695,1186
WE,1205,"Sleeveless Kurta, Blue",WE/we14.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,649
WE,1206,"Slit Kurta, Pattern",WE/we15.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,909
WE,1207,"Sleeveless Kurta, Printed",WE/we16.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,1208,"Flared Kurta, Grey",WE/we17.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",7499,449
WE,1209,"Sleeveless Kurta, Red",WE/we18.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,179
WE,1210,"Plain Kurta, Pink",WE/we19.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1399,979
WE,1211,"Button Kurta, Pink",WE/we20.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1499,749
WE,1212,"Sleeveless Kurta, Printed",WE/we21.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1099,659
WE,1213,"A-Line Kurta, Orange",WE/we22.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,489
WE,1214,"Printed Kurta, Red",WE/we23.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",999,549
WE,1215,"Sleeveless Kurta, White and Blue",WE/we24.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,359
WE,1216,"Plain Kurta, Yellow",WE/we25.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",549,329
WE,1217,"Kimono Kurta, Red",WE/we26.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1299,779
WE,1218,"Printed Kurta, White and Blue",WE/we27.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",5490,3568
WE,1219,"Plain Kurta, Red",WE/we28.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",1430,1001
WE,1220,"Printed Kurta, Black",WE/we29.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WE,1221,"A-Line Kurta, Sea Green",WE/we30.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,279
WE,1222,"A-Line Kurta, Printed",WE/we31.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",599,299
WE,1223,"Straight Kurta, Printed",WE/we32.jpg,"Pink buttoned kurta, ankle length, side slit, 100% cotton ",699,384
WT,1224,"Ethnic Top, Blue",WT/wt1.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,1225,"Printed Shirt, Black Flowered",WT/wt2.jpg,"Black floral printed top, sleeveless, 100% cotton",699,559
WT,1226,"Printed T-Shirt, White Flowered",WT/wt3.jpg,"Black floral printed top, sleeveless, 100% cotton",865,778
WT,1227,"Flowy Top, Yellow Flowered",WT/wt4.jpg,"Black floral printed top, sleeveless, 100% cotton",949,664
WT,1228,"Fullsleeve Top, Grey",WT/wt5.jpg,"Black floral printed top, sleeveless, 100% cotton",3599,1979
WT,1229,"Net Top, Grey",WT/wt6.jpg,"Black floral printed top, sleeveless, 100% cotton",549,439
WT,1230,"Sleeveless Top, White Flowered",WT/wt7.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,649
WT,1231,"Sleeveless Top, Geometric Pattern",WT/wt8.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WT,1232,"Fullsleeve Top, Burgundy",WT/wt9.jpg,"Black floral printed top, sleeveless, 100% cotton",599,359
WT,1233,"Fullsleeve Top, Orange",WT/wt10.jpg,"Black floral printed top, sleeveless, 100% cotton",649,519
WT,1234,"Crop Top, Blue",WT/wt11.jpg,"Black floral printed top, sleeveless, 100% cotton",949,664
WT,1235,"Cold Shoulder, Black and White",WT/wt12.jpg,"Black floral printed top, sleeveless, 100% cotton",999,1399
WT,1236,"Fullsleeve T-Shirt, White",WT/wt13.jpg,"Black floral printed top, sleeveless, 100% cotton",1695,1186
WT,1237,"Ethnic Shirt, Blue",WT/wt14.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,649
WT,1238,"Printed Top, Flowered",WT/wt15.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,909
WT,1239,"Flowy Top, Blue Flowered",WT/wt16.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,1240,"Checked Shirt, Blue",WT/wt17.jpg,"Black floral printed top, sleeveless, 100% cotton",7499,449
WT,1241,"Checked Shirt, Maroon",WT/wt18.jpg,"Black floral printed top, sleeveless, 100% cotton",599,179
WT,1242,"Printed Shirt, Blue",WT/wt19.jpg,"Black floral printed top, sleeveless, 100% cotton",1399,979
WT,1243,"Laser Cut Top, Maroon",WT/wt20.jpg,"Black floral printed top, sleeveless, 100% cotton",1499,749
WT,1244,"Printed T-Shirt, Geometric",WT/wt21.jpg,"Black floral printed top, sleeveless, 100% cotton",1099,659
WT,1245,"Collared T-Shirt, Stripes",WT/wt22.jpg,"Black floral printed top, sleeveless, 100% cotton",699,489
WT,1246,"Laser Cut Top, Sleeveless",WT/wt23.jpg,"Black floral printed top, sleeveless, 100% cotton",999,549
WT,1247,Denim Shirt,WT/wt24.jpg,"Black floral printed top, sleeveless, 100% cotton",599,359
WT,1248,"Fullsleeve Top, Pink",WT/wt25.jpg,"Black floral printed top, sleeveless, 100% cotton",549,329
WT,1249,"Printed T-Shirt, White Stripes",WT/wt26.jpg,"Black floral printed top, sleeveless, 100% cotton",1299,779
WT,1250,"Kimono Top, White Flowered",WT/wt27.jpg,"Black floral printed top, sleeveless, 100% cotton",5490,3568
WT,1251,"Cold Shoulder, Red",WT/wt28.jpg,"Black floral printed top, sleeveless, 100% cotton",1430,1001
WT,1252,"Crop Top, Black",WT/wt29.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WT,1253,"T-Shirt, Black",WT/wt30.jpg,"Black floral printed top, sleeveless, 100% cotton",699,279
WT,1254,"Layered Shirt, Pink",WT/wt31.jpg,"Black floral printed top, sleeveless, 100% cotton",599,299
WT,1255,"Ethnic Top, Printed",WT/wt32.jpg,"Black floral printed top, sleeveless, 100% cotton",699,384
WSD,1256,"Midi Skirt, Floral",WSD/wsd1.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WSD,1257,"High Low Dress, Red",WSD/wsd2.jpg,"Womens high low dress, red, half sleeve, knee length",699,559
WSD,1258,"A-Line Dress, Blue",WSD/wsd3.jpg,"Womens high low dress, red, half sleeve, knee length",865,778
WSD,1259,"Maxi Skirt, Striped Slit",WSD/wsd4.jpg,"Womens high low dress, red, half sleeve, knee length",949,664
WSD,1260,"Maxi Skirt, Black",WSD/wsd5.jpg,"Womens high low dress, red, half sleeve, knee length",3599,1979
WSD,1261,"Pencil Skirt, Brown",WSD/wsd6.jpg,"Womens high low dress, red, half sleeve, knee length",549,439
WSD,1262,"Summer Dress, Yellow",WSD/wsd7.jpg,"Womens high low dress, red, half sleeve, knee length",1299,649
WSD,1263,"Formal Dress, Floral",WSD/wsd8.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WSD,1264,"Straight Dress, White",WSD/wsd9.jpg,"Womens high low dress, red, half sleeve, knee length",599,359
WSD,1265,"Mini Skirt, Printed",WSD/wsd10.jpg,"Womens high low dress, red, half sleeve, knee length",649,519
WSD,1266,"Skater Dress, Maroon",WSD/wsd11.jpg,"Womens high low dress, red, half sleeve, knee length",949,664
WSD,1267,"Midi Skirt, Geometric",WSD/wsd12.jpg,"Womens high low dress, red, half sleeve, knee length",999,1399
WSD,1268,"Bodycon Dress, Red",WSD/wsd13.jpg,"Womens high low dress, red, half sleeve, knee length",1695,1186
WSD,1269,"A-Line Dress, Black Lace",WSD/wsd14.jpg,"Womens high low dress, red, half sleeve, knee length",1299,649
WSD,1270,"Skater Dress, Black",WSD/wsd15.jpg,"Womens high low dress, red, half sleeve, knee length",1299,909
WSD,1271,"Bodycon Dress, Black Lace",WSD/wsd16.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WSD,1272,"Skater Dress, Burgundy",WSD/wsd17.jpg,"Womens high low dress, red, half sleeve, knee length",7499,449
WSD,1273,"A-Line Dress, Black",WSD/wsd18.jpg,"Womens high low dress, red, half sleeve, knee length",599,179
WSD,1274,"Fit and Flare, Printed",WSD/wsd19.jpg,"Womens high low dress, red, half sleeve, knee length",1399,979
WSD,1275,"Formal Dress, Black Floral",WSD/wsd20.jpg,"Womens high low dress, red, half sleeve, knee length",1499,749
WSD,1276,"Maxi Skirt, Gold",WSD/wsd21.jpg,"Womens high low dress, red, half sleeve, knee length",1099,659
WSD,1277,"Mini Skirt, Black",WSD/wsd22.jpg,"Womens high low dress, red, half sleeve, knee length",699,489
WSD,1278,"Mini Skirt, Floral",WSD/wsd23.jpg,"Womens high low dress, red, half sleeve, knee length",999,549
WSD,1279,"Midi Skirt, White Floral",WSD/wsd24.jpg,"Womens high low dress, red, half sleeve, knee length",599,359
WSD,1280,"Pencil Skirt, Black",WSD/wsd25.jpg,"Womens high low dress, red, half sleeve, knee length",549,329
WSD,1281,"Mini Skater Skirt, Floral",WSD/wsd26.jpg,"Womens high low dress, red, half sleeve, knee length",1299,779
WSD,1282,"Midi Skirt, Black",WSD/wsd27.jpg,"Womens high low dress, red, half sleeve, knee length",5490,3568
WSD,1283,"Mini Skirt, White",WSD/wsd28.jpg,"Womens high low dress, red, half sleeve, knee length",1430,1001
WSD,1284,"Midi Skirt, Light Blue",WSD/wsd29.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WSD,1285,"Mini Skirt, Yellow",WSD/wsd30.jpg,"Womens high low dress, red, half sleeve, knee length",699,279
WSD,1286,"Mini Skirt, Ethnic",WSD/wsd31.jpg,"Womens high low dress, red, half sleeve, knee length",599,299
WSD,1287,"Skater Dress, Floral",WSD/wsd32.jpg,"Womens high low dress, red, half sleeve, knee length",699,384
WB,1288,"Shorts, Brown",WB/wb1.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,1289,"Shorts, White",WB/wb2.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,559
WB,1290,"Shorts, White Printed",WB/wb3.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",865,778
WB,1291,"Three-fourths, Denim",WB/wb4.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",949,664
WB,1292,"Shorts, Floral",WB/wb5.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",3599,1979
WB,1293,"Shorts, Suede",WB/wb6.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",549,439
WB,1294,"Shorts, Denim",WB/wb7.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,649
WB,1295,"Shorts, Pink Floral",WB/wb8.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WB,1296,"Shorts, Blue",WB/wb9.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,359
WB,1297,"Skinny Jeans, Blue",WB/wb10.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",649,519
WB,1298,"High Waisted Jeans, Black",WB/wb11.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",949,664
WB,1299,"Skinny Jeans, White",WB/wb12.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",999,1399
WB,1300,"Skin Jeans, Faded",WB/wb13.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1695,1186
WB,1301,"Super Skinny Jeans, Light Blue",WB/wb14.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,649
WB,1302,"Skinny Jeans, Faded Ripped",WB/wb15.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,909
WB,1303,"Skinny Jeans, Faded Black",WB/wb16.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,1304,"Printed Jeans, Black",WB/wb17.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",7499,449
WB,1305,"Straight Jeans, Light Blue",WB/wb18.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,179
WB,1306,"Straight Jeans, Bombed",WB/wb19.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1399,979
WB,1307,"Skinny Pants, Red",WB/wb20.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1499,749
WB,1308,"Skinny Pants, Olive Green",WB/wb21.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1099,659
WB,1309,"Skinny Pants, Mint",WB/wb22.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,489
WB,1310,"Skinny Pants, Magenya",WB/wb23.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",999,549
WB,1311,"Ripped Jeans, Peach",WB/wb24.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,359
WB,1312,"Lavender, Tights",WB/wb25.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",549,329
WB,1313,"Skinny Pants, Violet",WB/wb26.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1299,779
WB,1314,"Skinny Pants, Yellow",WB/wb27.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",5490,3568
WB,1315,"Skinny Pants, Orange",WB/wb28.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",1430,1001
WB,1316,"Culottes, Black",WB/wb29.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WB,1317,"Culottes, Grey",WB/wb30.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,279
WB,1318,"Straight Pants, Blue",WB/wb31.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",599,299
WB,1319,"Bell Bottoms, Pink",WB/wb32.jpg,"Brown shorts, mid thigh length, 70% cotton, 30% polyester",699,384
WA,1320,"Beanie, Orange",WA/wa1.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,1321,"Cap, Golden",WA/wa2.jpg,"Orange beanie, woollen, knit, free size",699,559
WA,1322,"Sun Hat, White",WA/wa3.jpg,"Orange beanie, woollen, knit, free size",865,778
WA,1323,"Vans Cap, Black",WA/wa4.jpg,"Orange beanie, woollen, knit, free size",949,664
WA,1324,"Cowboy Hat, Olive",WA/wa5.jpg,"Orange beanie, woollen, knit, free size",3599,1979
WA,1325,"Scarf, Orange",WA/wa6.jpg,"Orange beanie, woollen, knit, free size",549,439
WA,1326,"Scarf, Yellow",WA/wa7.jpg,"Orange beanie, woollen, knit, free size",1299,649
WA,1327,"Scarf, Black",WA/wa8.jpg,"Orange beanie, woollen, knit, free size",699,384
WA,1328,"Scarf, White",WA/wa9.jpg,"Orange beanie, woollen, knit, free size",599,359
WA,1329,"Scarf, Printed",WA/wa10.jpg,"Orange beanie, woollen, knit, free size",649,519
WA,1330,"Belt, Thin Black",WA/wa11.jpg,"Orange beanie, woollen, knit, free size",949,664
WA,1331,"Belt, Thin Blue",WA/wa12.jpg,"Orange beanie, woollen, knit, free size",999,1399
WA,1332,"Belt, Thin Black",WA/wa13.jpg,"Orange beanie, woollen, knit, free size",1695,1186
WA,1333,"Belt, Lace",WA/wa14.jpg,"Orange beanie, woollen, knit, free size",1299,649
WA,1334,"Belt, Puma",WA/wa15.jpg,"Orange beanie, woollen, knit, free size",1299,909
WA,1335,"Aviators, Green",WA/wa16.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,1336,"Aviators, Pink",WA/wa17.jpg,"Orange beanie, woollen, knit, free size",7499,449
WA,1337,"Cat-Eye, Purple",WA/wa18.jpg,"Orange beanie, woollen, knit, free size",599,179
WA,1338,"Sunglasses, Brown",WA/wa19.jpg,"Orange beanie, woollen, knit, free size",1399,979
WA,1339,"Aviators, Blue",WA/wa20.jpg,"Orange beanie, woollen, knit, free size",1499,749
WA,1340,Copper Watch,WA/wa21.jpg,"Orange beanie, woollen, knit, free size",1099,659
WA,1341,Steel Watch,WA/wa22.jpg,"Orange beanie, woollen, knit, free size",699,489
WA,1342,"Leather Watch, Brown",WA/wa23.jpg,"Orange beanie, woollen, knit, free size",999,549
WA,1343,Golden Watch,WA/wa24.jpg,"Orange beanie, woollen, knit, free size",599,359
WA,1344,Rose Gold Watch,WA/wa25.jpg,"Orange beanie, woollen, knit, free size",549,329
WA,1345,"Tote Bag, Brown",WA/wa26.jpg,"Orange beanie, woollen, knit, free size",1299,779
WA,1346,"Tote Bag, Pink",WA/wa27.jpg,"Orange beanie, woollen, knit, free size",5490,3568
WA,1347,"Tote Bag, White",WA/wa28.jpg,"Orange beanie, woollen, knit, free size",1430,1001
WA,1348,"Tote Bag, Beige",WA/wa29.jpg,"Orange beanie, woollen, knit, free size",699,384
WA,1349,"Tote Bag, Blue",WA/wa30.jpg,"Orange beanie, woollen, knit, free size",699,279
WA,1350,"Tote Bag, Teal",WA/wa31.jpg,"Orange beanie, woollen, knit, free size",599,299
WA,1351,"Tote Bag, Red",WA/wa32.jpg,"Orange beanie, woollen, knit, free size",699,384
WF,1352,"Sandals, Pink",WF/wf1.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,1353,"Flats, Beige",WF/wf2.jpg,"Pink sandals, no heel, velcro strap",699,559
WF,1354,"Slip-ons, Ethnic",WF/wf3.jpg,"Pink sandals, no heel, velcro strap",865,778
WF,1355,"Heels, Black and White",WF/wf4.jpg,"Pink sandals, no heel, velcro strap",949,664
WF,1356,"Pencil Heels, Silver",WF/wf5.jpg,"Pink sandals, no heel, velcro strap",3599,1979
WF,1357,"Kitten Heels, Beige",WF/wf6.jpg,"Pink sandals, no heel, velcro strap",549,439
WF,1358,"Stilletos, Burgundy",WF/wf7.jpg,"Pink sandals, no heel, velcro strap",1299,649
WF,1359,"Pumps, Pink",WF/wf8.jpg,"Pink sandals, no heel, velcro strap",699,384
WF,1360,"Laser Cut Shoes, Beige",WF/wf9.jpg,"Pink sandals, no heel, velcro strap",599,359
WF,1361,"Lace-up Shoes, White",WF/wf10.jpg,"Pink sandals, no heel, velcro strap",649,519
WF,1362,"Adidas Lace-up, White",WF/wf11.jpg,"Pink sandals, no heel, velcro strap",949,664
WF,1363,"Canvas Shoes, Green",WF/wf12.jpg,"Pink sandals, no heel, velcro strap",999,1399
WF,1364,"Lace-up Shoes, Pink",WF/wf13.jpg,"Pink sandals, no heel, velcro strap",1695,1186
WF,1365,"Pumps, Grey",WF/wf14.jpg,"Pink sandals, no heel, velcro strap",1299,649
WF,1366,"Pumps, Beige",WF/wf15.jpg,"Pink sandals, no heel, velcro strap",1299,909
WF,1367,"Stilletos, Peach",WF/wf16.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,1368,"Heels, Gold and White",WF/wf17.jpg,"Pink sandals, no heel, velcro strap",7499,449
WF,1369,"Pumps, Dark Grey",WF/wf18.jpg,"Pink sandals, no heel, velcro strap",599,179
WF,1370,"Slip-on Shoes, Printed",WF/wf19.jpg,"Pink sandals, no heel, velcro strap",1399,979
WF,1371,"Stilletos, Black",WF/wf20.jpg,"Pink sandals, no heel, velcro strap",1499,749
WF,1372,"Heels, Black",WF/wf21.jpg,"Pink sandals, no heel, velcro strap",1099,659
WF,1373,"Wedges, Brown",WF/wf22.jpg,"Pink sandals, no heel, velcro strap",699,489
WF,1374,"Boots, Black",WF/wf23.jpg,"Pink sandals, no heel, velcro strap",999,549
WF,1375,"Wedges, Beige",WF/wf24.jpg,"Pink sandals, no heel, velcro strap",599,359
WF,1376,"Heels, Leopard",WF/wf25.jpg,"Pink sandals, no heel, velcro strap",549,329
WF,1377,"Stilletos, Silver",WF/wf26.jpg,"Pink sandals, no heel, velcro strap",1299,779
WF,1378,"Heels, White",WF/wf27.jpg,"Pink sandals, no heel, velcro strap",5490,3568
WF,1379,"Wedges, White and Silver",WF/wf28.jpg,"Pink sandals, no heel, velcro strap",1430,1001
WF,1380,"Heels, Peeptoe",WF/wf29.jpg,"Pink sandals, no heel, velcro strap",699,384
WF,1381,"Flip Flops, Red",WF/wf30.jpg,"Pink sandals, no heel, velcro strap",699,279
WF,1382,"Flats, Black",WF/wf31.jpg,"Pink sandals, no heel, velcro strap",599,299
WF,1383,"Pumps, Grey PomPom",WF/wf32.jpg,"Pink sandals, no heel, velcro strap",699,384
